"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",82.7,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",83.7,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",82.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",87.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",89.4,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",44.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",43.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",44.8,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",49.1,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",49.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",15.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",21.3,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",19,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",20,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",26.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",56.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",55.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",54.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",59.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",61.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",84.2,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",85.2,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",80.9,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",87.6,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",90.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",46.4,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",46,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",46.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",50.4,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",53.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",16.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",17.6,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",17.6,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",18.5,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",22.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",52.8,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",52.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",51.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",56.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",58.4,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",97.7,"D","Difference in methodology"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",93.5,"B","Break"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",93.6,"B","Break"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",93.2,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",94.2,"D","Difference in methodology"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",89.6,"B","Break"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",89.8,"B","Break"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",90.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",78,"D","Difference in methodology"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",65.4,"B","Break"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",65.4,"B","Break"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",65.6,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",51.8,"D","Difference in methodology"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",36,"B","Break"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",35.6,"B","Break"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",35.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",81.9,"D","Difference in methodology"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",72.8,"B","Break"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",72.2,"B","Break"
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",72.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",97.4,"D","Difference in methodology"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",92.9,"B","Break"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",92.4,"B","Break"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",90.1,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",94.9,"D","Difference in methodology"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",87.7,"B","Break"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",87.6,"B","Break"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",87.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",80.9,"D","Difference in methodology"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",68.3,"B","Break"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",68,"B","Break"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",67.7,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",59.2,"D","Difference in methodology"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",44.7,"B","Break"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",44.6,"B","Break"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",44.3,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",85.4,"D","Difference in methodology"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",75.6,"B","Break"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",75.7,"B","Break"
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",75.2,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",97.5,"D","Difference in methodology"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",93.2,"B","Break"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",93,"B","Break"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",91.6,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",94.6,"D","Difference in methodology"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",88.6,"B","Break"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",89.1,"B","Break"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",89.3,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",79.4,"D","Difference in methodology"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",66.8,"B","Break"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",66.2,"B","Break"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",66.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",55.1,"D","Difference in methodology"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",39.9,"B","Break"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",40.3,"B","Break"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",40.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",83.6,"D","Difference in methodology"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",74.1,"B","Break"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",73.9,"B","Break"
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",73.8,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",88.4,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",84,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",83,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",90.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",55,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",56.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",58.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",58.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",28.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",31.8,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",33,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",33.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",60.9,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",62,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",61.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",63.7,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",90,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",92.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",92.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",93.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",58.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",58.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",60.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",61.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",37.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",38.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",41,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",40.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",68.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",68.6,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",69.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",69.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",89.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",88.5,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",87.9,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",91.9,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",56.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",57.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",59.4,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",60.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",32.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",34.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",36.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",36.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",64.4,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",65.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",65.4,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",66.6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","AUT","Austria","2016","2016",65,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","AUT","Austria","2017","2017",61,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","AUT","Austria","2018","2018",53,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","AUT","Austria","2019","2019",56,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","BEL","Belgium","2016","2016",62,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","BEL","Belgium","2017","2017",50,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","BEL","Belgium","2018","2018",49,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","CAN","Canada","2016","2016",187,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","CAN","Canada","2017","2017",116,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","CZE","Czech Republic","2016","2016",44,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","CZE","Czech Republic","2017","2017",54,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","CZE","Czech Republic","2018","2018",39,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","CZE","Czech Republic","2019","2019",38,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","DNK","Denmark","2016","2016",24,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","DNK","Denmark","2017","2017",28,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","DNK","Denmark","2018","2018",26,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","DNK","Denmark","2019","2019",22,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","FIN","Finland","2016","2016",30,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","FIN","Finland","2017","2017",18,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","FIN","Finland","2018","2018",21,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","FIN","Finland","2019","2019",18,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","FRA","France","2016","2016",510,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","FRA","France","2017","2017",491,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","FRA","France","2018","2018",522,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","FRA","France","2019","2019",430,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","DEU","Germany","2016","2016",310,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","DEU","Germany","2017","2017",295,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","DEU","Germany","2018","2018",242,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","DEU","Germany","2019","2019",74,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","GRC","Greece","2016","2016",139,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","GRC","Greece","2017","2017",120,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","GRC","Greece","2018","2018",102,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","GRC","Greece","2019","2019",86,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","HUN","Hungary","2016","2016",53,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","HUN","Hungary","2017","2017",52,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","HUN","Hungary","2018","2018",57,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","HUN","Hungary","2019","2019",53,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","ISL","Iceland","2016","2016",4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","ISL","Iceland","2017","2017",0,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","ISL","Iceland","2018","2018",2,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","ISL","Iceland","2019","2019",4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","IRL","Ireland","2016","2016",14,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","IRL","Ireland","2017","2017",21,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","IRL","Ireland","2018","2018",14,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","IRL","Ireland","2019","2019",6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","ITA","Italy","2016","2016",873,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","ITA","Italy","2017","2017",800,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","ITA","Italy","2018","2018",716,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","ITA","Italy","2019","2019",571,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","JPN","Japan","2016","2016",437,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","JPN","Japan","2017","2017",413,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","JPN","Japan","2018","2018",377,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","JPN","Japan","2019","2019",333,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","KOR","Korea","2016","2016",216,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","KOR","Korea","2017","2017",170,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","KOR","Korea","2018","2018",176,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","KOR","Korea","2019","2019",182,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LUX","Luxembourg","2016","2016",12,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LUX","Luxembourg","2017","2017",6,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LUX","Luxembourg","2018","2018",4,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","LUX","Luxembourg","2019","2019",3,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","MEX","Mexico","2016","2016",6669,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","MEX","Mexico","2017","2017",6408,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","MEX","Mexico","2018","2018",6396,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","MEX","Mexico","2019","2019",5119,"P","Provisional value"
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","NLD","Netherlands","2016","2016",204,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","NLD","Netherlands","2017","2017",187,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","NLD","Netherlands","2018","2018",168,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","NLD","Netherlands","2019","2019",93,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","NZL","New Zealand","2016","2016",21,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","NZL","New Zealand","2017","2017",17,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","NZL","New Zealand","2018","2018",20,,
"COMDAIDS","Acquired immunodeficiency syndrome (AIDS)","NOMBRENB","Number","NZL","New Zealand","2019","2019",20,,
